,0,0.69,1.39,2.08,2.78,3.47,4.17,4.86,5.56,6.25,6.94,7.64,8.33,9.03,9.72,10.42,11.11,11.81
1200,0.1,0.073,0.016430208,-0.321741697,-0.046235424,-0.228599372,-0.323066418,-0.723445863,-0.530779044,-0.550844961,-0.656915007,-0.412301961,-0.420451528,-0.431286531,-0.459311606,-0.449207647,-0.374295298,-0.335434629
1250,0.082,-0.008,-0.028253088,-0.36761266,-0.230465557,-0.362039176,-0.456379136,-0.846474045,-0.591295273,-0.564209297,-0.700963217,-0.508338491,-0.476675768,-0.488238895,-0.48901979,-0.515492934,-0.410362173,-0.360881719
1300,0.073,-0.040933995,-0.365690463,-0.546886387,-0.564135326,-0.594129915,-0.741211996,-1.077623428,-0.828849051,-0.816583464,-0.943860223,-0.864074924,-0.717185419,-0.734922477,-0.711117138,-0.669610884,-0.442877899,-0.377846446
1310,-0.014923592,-0.19979854,-0.505970858,-0.607827064,-0.690023226,-0.677689055,-0.86383033,-1.237285958,-1.03371999,-0.887100107,-1.054158945,-1.043227386,-0.80152888,-0.810342021,-0.875379802,-0.730496987,-0.464083808,-0.397638627
1320,-0.114905001,-0.263728391,-0.584293355,-0.699864155,-0.75484478,-0.756312877,-0.923911616,-1.297498828,-1.097380833,-0.955014495,-1.090105537,-1.113364195,-0.875279439,-0.839916847,-0.926442977,-0.811243647,-0.483673265,-0.414603354
1330,-0.145775495,-0.280275679,-0.598804271,-0.724841289,-0.77640394,-0.769178105,-0.975031264,-1.346968787,-1.151854086,-1.000086326,-1.126256661,-1.156699713,-0.905544535,-0.919600931,-0.95836143,-0.859879958,-0.522046625,-0.432981809
1340,-0.17,-0.351987499,-0.660446194,-0.743520592,-0.830628924,-0.831331197,-1.027316743,-1.383119911,-1.184668965,-1.034927506,-1.15403236,-1.206134118,-0.932182206,-0.958819876,-0.989262928,-0.901739154,-0.547493716,-0.454187717
1350,-0.213109751,-0.393191898,-0.69835964,-0.793614321,-0.894040096,-0.878539927,-1.067273248,-1.408404427,-1.246126178,-1.069175939,-1.197270549,-1.231624489,-0.962625258,-1.005550584,-1.027316743,-0.951209113,-0.577181988,-0.47822108
1360,-0.239841805,-0.445949634,-0.768645515,-0.804507903,-0.899192132,-0.92852549,-1.109132445,-1.449663838,-1.415465654,-1.114840517,-1.289335473,-1.261008234,-1.038732887,-1.029219434,-1.063467867,-1.008289835,-0.618180078,-0.514977989
