,0,0.69,1.39,2.08,2.78,3.47,4.17,4.86,5.56,6.25,6.94,7.64,8.33,9.03,9.72,10.42,11.11,11.81
1200,0.1,0.073,0.0164302083669559,-0.321741696765036,-0.0462354243471803,-0.228599372118943,-0.323066418201463,-0.723445863076566,-0.530779043955227,-0.550844960665983,-0.656915006592904,-0.412301961227621,-0.420451528438127,-0.431286531191304,-0.459311606165163,-0.44920764735712,-0.37429529783536,-0.335434628624784
1250,0.082,-0.00799999999999999,-0.028253088264278,-0.367612660468737,-0.230465557349491,-0.362039176112383,-0.456379136312034,-0.846474044859246,-0.591295272832261,-0.564209297193974,-0.700963217243824,-0.50833849054622,-0.476675767831289,-0.488238895127913,-0.489019789837981,-0.515492933816097,-0.41036217267014,-0.360881719055282
1300,0.073,-0.040933995493077,-0.365690463423919,-0.546886387207782,-0.564135325520958,-0.59412991505163,-0.741211996156336,-1.07762342772938,-0.828849050974831,-0.816583464241305,-0.943860222670227,-0.864074924079096,-0.717185419350362,-0.734922477248742,-0.711117137527532,-0.669610883724052,-0.442877899331332,-0.377846446008948
1310,-0.014923591861046,-0.199798540431385,-0.505970857549622,-0.607827063672549,-0.690023225603025,-0.677689055351812,-0.863830329636858,-1.23728595830519,-1.03371999002616,-0.887100107136159,-1.05415894482977,-1.04322738584889,-0.801528879613678,-0.810342021133452,-0.875379802453513,-0.730496987391391,-0.464083808023414,-0.397638627454891
1320,-0.114905000585995,-0.263728391085234,-0.584293354514165,-0.699864155485809,-0.754844779813781,-0.756312877234265,-0.923911616011951,-1.29749882779349,-1.09738083334355,-0.955014494664707,-1.09010553717662,-1.11336419520198,-0.875279438606201,-0.839916847067941,-0.926442977272612,-0.811243646540868,-0.483673264520637,-0.414603354408556
1330,-0.145775495249767,-0.280275678884886,-0.598804270884993,-0.724841289436568,-0.77640393970936,-0.769178105375936,-0.975031263714064,-1.3469687870232,-1.15185408567406,-1.0000863259016,-1.1262566612291,-1.15669971306277,-0.905544535434994,-0.919600931009317,-0.958361430204871,-0.859879957684489,-0.522046625115105,-0.432981808608361
1340,-0.17,-0.351987499284778,-0.660446193787712,-0.743520591748993,-0.830628923542773,-0.831331197103309,-1.02731674276967,-1.38311991107569,-1.18466896493011,-1.03492750572809,-1.1540323597413,-1.20613411789408,-0.932182205789454,-0.958819876143916,-0.989262927977586,-0.901739153955785,-0.547493715545604,-0.454187717300443
1350,-0.21310975085377,-0.39319189801409,-0.69835963950217,-0.793614321385201,-0.894040096476007,-0.878539927023933,-1.06727324830136,-1.40840442724352,-1.24612617782418,-1.06917593904097,-1.19727054925472,-1.23162448932446,-0.962625257623125,-1.0055505839361,-1.02731674276967,-0.951209113185499,-0.577181987714518,-0.478221080484802
1360,-0.239841805409591,-0.445949633857616,-0.768645515130037,-0.804507903315894,-0.899192132068844,-0.928525490301154,-1.10913244457266,-1.44966383783514,-1.41546565364896,-1.11484051679147,-1.28933547255984,-1.26100823388712,-1.0387328872073,-1.02921943350928,-1.06346786682216,-1.00828983537363,-0.618180077852543,-0.514977988884411
