gsm8-pv1,0,0.69,1.39,2.08,2.78,3.47,4.17,4.86,5.56,6.25
0,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.22,-0.24
0.1,-0.1,-0.1,-0.1,-0.12,-0.12,-0.12,-0.12,-0.15,-0.2,-0.22
0.2,0,0,0,0,0,0,0,0,0,0
0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.18,0.15,0.8,0
0.4,0.5,0.5,0.5,0.5,0.5,0.48,0.45,0.35,0.28,0.2
0.5,0.78,0.78,0.78,0.78,0.78,0.78,0.68,0.6,0.4,0.3
0.6,1.15,1.15,1.15,1.15,1.15,1.15,0.85,0.78,0.55,0.4
0.7,1.52,1.52,1.52,1.52,1.52,1.45,1.12,0.85,0.62,0.42
