mm_id,tag_id,mm_kind,pole,x,y
1,0,1,2,-53295.84912,21953.31148
2,0,1,2,-53296.30161,21951.41537
3,0,1,2,-53296.74657,21949.46682
4,0,1,2,-53297.18376,21947.48626
5,0,1,2,-53297.62094,21945.5057
6,0,1,2,-53298.06197,21943.60675
7,0,1,2,-53298.48531,21941.6843
8,0,1,2,-53298.91018,21939.76905
9,0,1,2,-53299.30915,21937.80964
10,0,1,2,-53299.70902,21935.79743
11,0,1,2,-53300.08691,21933.82812
12,0,1,2,-53300.44978,21931.83088
13,0,1,2,-53300.81011,21929.85269
14,0,1,2,-53301.15147,21927.9225
