mm_id,tag_id,mm_kind,pole,x,y
138,0,1,2,16613.777,96638.941
139,0,1,2,16613.961,96637.958
140,0,1,2,16614.146,96636.976
141,0,1,2,16614.33,96635.993
142,0,1,2,16614.514,96635.01
143,0,1,2,16614.699,96634.028
144,0,1,2,16614.883,96633.045
145,0,1,2,16615.067,96632.062
146,0,1,2,16615.251,96631.08
147,0,1,2,16615.436,96630.097
148,0,1,2,16615.62,96629.114
149,0,1,2,16615.804,96628.132
150,0,1,2,16615.989,96627.149
151,0,1,2,16616.173,96626.166
152,0,1,2,16616.357,96625.184
153,0,1,2,16616.541,96624.201
154,0,1,2,16616.726,96623.218
155,0,1,2,16616.91,96622.236
156,0,1,2,16617.094,96621.253
157,0,1,2,16617.279,96620.271
158,0,1,2,16617.463,96619.288
159,0,1,2,16617.647,96618.305
160,0,1,2,16617.832,96617.323
161,0,1,2,16618.016,96616.34
162,0,1,2,16618.2,96615.357
163,0,1,2,16618.384,96614.375
164,0,1,2,16618.569,96613.392
165,0,1,2,16618.753,96612.409
166,0,1,2,16618.937,96611.427
167,0,1,2,16619.122,96610.444
168,0,1,2,16619.306,96609.461
169,0,1,2,16619.49,96608.479
170,0,1,2,16619.675,96607.496
171,0,1,2,16619.859,96606.513
172,0,1,2,16620.043,96605.531
173,0,1,2,16620.227,96604.548
174,0,1,2,16620.412,96603.566
175,0,1,2,16620.596,96602.583
176,0,1,2,16620.78,96601.6
177,0,1,2,16620.965,96600.618
178,0,1,2,16621.149,96599.635
179,0,1,2,16621.333,96598.652
180,0,1,2,16621.518,96597.67
181,0,1,2,16621.702,96596.687
182,0,1,2,16621.886,96595.704
183,0,1,2,16622.07,96594.722
184,0,1,2,16622.255,96593.739
185,0,1,2,16622.439,96592.756
186,0,1,2,16622.623,96591.774
187,0,1,2,16622.808,96590.791
188,0,1,2,16622.992,96589.809
189,0,1,2,16623.176,96588.826
190,0,1,2,16623.361,96587.843
191,0,1,2,16623.545,96586.861
192,0,1,2,16623.729,96585.878
193,0,1,2,16623.914,96584.895
194,0,1,2,16624.098,96583.913
195,0,1,2,16624.282,96582.93
196,0,1,2,16624.466,96581.947
197,0,1,2,16624.651,96580.965
198,0,1,2,16624.835,96579.982
199,0,1,2,16625.019,96578.999
200,0,1,2,16625.204,96578.017
201,0,1,2,16625.388,96577.034
202,0,1,2,16625.572,96576.052
203,0,1,2,16625.756,96575.069
204,0,1,2,16625.941,96574.086
205,0,1,2,16626.125,96573.104
206,0,1,2,16626.309,96572.121
207,0,1,2,16626.494,96571.138
208,0,1,2,16626.678,96570.156
209,0,1,2,16626.862,96569.173
210,0,1,2,16627.047,96568.19
211,0,1,2,16627.231,96567.208
212,0,1,2,16627.415,96566.225
213,0,1,2,16627.599,96565.242
214,0,1,2,16627.784,96564.26
215,0,1,2,16627.968,96563.277
216,0,1,2,16628.152,96562.294
217,0,1,2,16628.337,96561.312
218,0,1,2,16628.521,96560.329
219,0,1,2,16628.705,96559.346
220,0,1,2,16628.89,96558.364
221,0,1,2,16629.074,96557.381
222,0,1,2,16629.258,96556.399
223,0,1,2,16629.442,96555.416
224,0,1,2,16629.627,96554.433
225,0,1,2,16629.811,96553.451
226,0,1,2,16629.995,96552.468
227,0,1,2,16630.18,96551.485
228,0,1,2,16630.364,96550.503
229,0,1,2,16630.548,96549.52
230,0,1,2,16630.732,96548.537
231,0,1,2,16630.917,96547.555
232,0,1,2,16631.101,96546.572
233,0,1,2,16631.285,96545.589
234,0,1,2,16631.47,96544.607
235,0,1,2,16631.654,96543.624
236,0,1,2,16631.838,96542.642
237,0,1,2,16632.023,96541.659
238,0,1,2,16632.207,96540.676
239,0,1,2,16632.391,96539.694
240,0,1,2,16632.575,96538.711
241,0,1,2,16632.76,96537.728
242,0,1,2,16632.944,96536.746
243,0,1,2,16633.128,96535.763
244,0,1,2,16633.313,96534.78
245,0,1,2,16633.497,96533.798
246,0,1,2,16633.681,96532.815
247,0,1,2,16633.866,96531.832
248,0,1,2,16634.05,96530.85
249,0,1,2,16634.234,96529.867
250,0,1,2,16634.418,96528.884
251,0,1,2,16634.603,96527.902
252,0,1,2,16634.787,96526.919
253,0,1,2,16634.971,96525.937
254,0,1,2,16635.156,96524.954
255,0,1,2,16635.34,96523.971
256,0,1,2,16635.524,96522.989
257,0,1,2,16635.709,96522.006
258,0,1,2,16635.893,96521.023
259,0,1,2,16636.077,96520.041
260,0,1,2,16636.261,96519.058
261,0,1,2,16636.446,96518.075
262,0,1,2,16636.63,96517.093
263,0,1,2,16636.814,96516.11
264,0,1,2,16636.999,96515.127
265,0,1,2,16637.183,96514.145
266,0,1,2,16637.367,96513.162
267,0,1,2,16637.552,96512.179
268,0,1,2,16637.736,96511.197
269,0,1,2,16637.92,96510.214
270,0,1,2,16638.104,96509.231
271,0,1,2,16638.289,96508.249
272,0,1,2,16638.473,96507.266
273,0,1,2,16638.657,96506.284
274,0,1,2,16638.842,96505.301
275,0,1,2,16639.026,96504.318
276,0,1,2,16639.21,96503.336
277,0,1,2,16639.395,96502.353
278,0,1,2,16639.579,96501.37
279,0,1,2,16639.763,96500.388
280,0,1,2,16639.947,96499.405
281,0,1,2,16640.132,96498.422
282,0,1,2,16640.316,96497.44
283,0,1,2,16640.5,96496.457
284,0,1,2,16640.685,96495.474
285,0,1,2,16640.869,96494.492
286,0,1,2,16641.053,96493.509
287,0,1,2,16641.238,96492.527
288,0,1,2,16641.422,96491.544
289,0,1,2,16641.606,96490.561
290,0,1,2,16641.79,96489.579
291,0,1,2,16641.975,96488.596
292,0,1,2,16642.159,96487.613
293,0,1,2,16642.343,96486.631
294,0,1,2,16642.528,96485.648
295,0,1,2,16642.712,96484.665
296,0,1,2,16642.896,96483.683
297,0,1,2,16643.081,96482.7
298,0,1,2,16643.265,96481.717
299,0,1,2,16643.449,96480.735
300,0,1,2,16643.633,96479.752
301,0,1,2,16643.818,96478.77
302,0,1,2,16644.002,96477.787
303,0,1,2,16644.186,96476.804
304,0,1,2,16644.371,96475.822
305,0,1,2,16644.555,96474.839
306,0,1,2,16644.739,96473.856
307,0,1,2,16644.924,96472.874
308,0,1,2,16645.108,96471.891
309,0,1,2,16645.292,96470.908
310,0,1,2,16645.476,96469.926
311,0,1,2,16645.661,96468.943
312,0,1,2,16645.845,96467.96
313,0,1,2,16646.029,96466.978
314,0,1,2,16646.214,96465.995
315,0,1,2,16646.398,96465.012
316,0,1,2,16646.582,96464.03
317,0,1,2,16646.766,96463.047
318,0,1,2,16646.951,96462.064
319,0,1,2,16647.135,96461.082
320,0,1,2,16647.319,96460.099
321,0,1,2,16647.504,96459.117
322,0,1,2,16647.688,96458.134
323,0,1,2,16647.872,96457.151
324,0,1,2,16648.057,96456.169
325,0,1,2,16648.241,96455.186
326,0,1,2,16648.425,96454.203
327,0,1,2,16648.609,96453.221
328,0,1,2,16648.794,96452.238
329,0,1,2,16648.978,96451.255
330,0,1,2,16649.162,96450.273
331,0,1,2,16649.347,96449.29
332,0,1,2,16649.531,96448.307
333,0,1,2,16649.715,96447.325
334,0,1,2,16649.9,96446.342
335,0,1,2,16650.084,96445.36
336,0,1,2,16650.268,96444.377
337,0,1,2,16650.452,96443.394
338,0,1,2,16650.637,96442.412
339,0,1,2,16650.821,96441.429
340,0,1,2,16651.005,96440.446
341,0,1,2,16651.19,96439.464
342,0,1,2,16651.374,96438.481
343,0,1,2,16651.558,96437.498
344,0,1,2,16651.743,96436.516
345,0,1,2,16651.927,96435.533
346,0,1,2,16652.111,96434.55
347,0,1,2,16652.295,96433.568
348,0,1,2,16652.48,96432.585
349,0,1,2,16652.664,96431.602
350,0,1,2,16652.848,96430.62
351,0,1,2,16653.033,96429.637
352,0,1,2,16653.217,96428.655
353,0,1,2,16653.401,96427.672
354,0,1,2,16653.586,96426.689
355,0,1,2,16653.77,96425.707
356,0,1,2,16653.954,96424.724
357,0,1,2,16654.138,96423.741
358,0,1,2,16654.323,96422.759
359,0,1,2,16654.507,96421.776
360,0,1,2,16654.691,96420.793
361,0,1,2,16654.876,96419.811
362,0,1,2,16655.06,96418.828
363,0,1,2,16655.244,96417.845
364,0,1,2,16655.429,96416.863
365,0,1,2,16655.613,96415.88
366,0,1,2,16655.797,96414.897
367,0,1,2,16655.981,96413.915
368,0,1,2,16656.166,96412.932
369,0,1,2,16656.35,96411.949
370,0,1,2,16656.534,96410.967
371,0,1,2,16656.719,96409.984
372,0,1,2,16656.903,96409.002
373,0,1,2,16657.087,96408.019
374,0,1,2,16657.272,96407.036
375,0,1,2,16657.456,96406.054
376,0,1,2,16657.64,96405.071
377,0,1,2,16657.824,96404.088
378,0,1,2,16658.009,96403.106
379,0,1,2,16658.193,96402.123
380,0,1,2,16658.377,96401.14
381,0,1,2,16658.562,96400.158
382,0,1,2,16658.746,96399.175
383,0,1,2,16658.93,96398.192
384,0,1,2,16659.115,96397.21
385,0,1,2,16659.299,96396.227
386,0,1,2,16659.483,96395.245
387,0,1,2,16659.667,96394.262
388,0,1,2,16659.852,96393.279
389,0,1,2,16660.036,96392.297
390,0,1,2,16660.22,96391.314
391,0,1,2,16660.405,96390.331
392,0,1,2,16660.589,96389.349
393,0,1,2,16660.773,96388.366
394,0,1,2,16660.957,96387.383
395,0,1,2,16661.142,96386.401
396,0,1,2,16661.326,96385.418
397,0,1,2,16661.51,96384.435
398,0,1,2,16661.695,96383.453
