mm_id,tag_id,mm_kind,pole,x,y
1,0,1,2,-53290.96373,21950.13197
2,0,1,2,-53291.07247,21949.6248
3,0,1,2,-53291.40711,21948.08508
4,0,1,2,-53291.78145,21946.18144
5,0,1,2,-53292.24887,21943.99723
6,0,1,2,-53292.64306,21942.06592
7,0,1,2,-53293.04439,21940.15874
8,0,1,2,-53293.46523,21938.15
9,0,1,2,-53293.91341,21936.09831
10,0,1,2,-53294.31185,21934.20378
11,0,1,2,-53294.75716,21932.11979
12,0,1,2,-53295.16341,21930.26823
13,0,1,2,-53295.57322,21928.29202
14,0,1,2,-53296.03735,21926.17749
